descricao;endereco;area;quartos;wc;vagas;valor;condominio;wlink
Apartamento à venda, 21 m² por R$ 353.700,00 - Jardim Oceania - João Pessoa/PB;Avenida Governador Argemiro de Figueiredo, 3163;['21'];[1];[1];[0];353700;0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-oceania-bairros-joao-pessoa-21m2-venda-RS353700-id-2564554840/
Apartamento a Venda Torre, Elevador,Piscina,Salão Festas, Academia,Vigia;Avenida Manoel Deodato, 125;['77'];[3];[2];[1];255000;456;https://www.vivareal.com.br/imovel/apartamento-3-quartos-torre-bairros-joao-pessoa-com-garagem-77m2-venda-RS255000-id-2563933193/
Flat para venda tem 34,61m² quadrados com 1 quarto em Tambaú - João Pessoa - Paraíba;-;[];[1];[1];[1];299900;0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-tambau-bairros-joao-pessoa-com-garagem-42m2-venda-RS299900-id-2560218853/
Apartamento para venda com 68 metros quadrados com 2 quartos;Rua Fernando Luiz Henriques dos Santos, 3;[];[2];[2];[1];440000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-68m2-venda-RS440000-id-2555945685/
Apartamento à venda, 140 m² por R$ 1.400.000,00 - Bessa - João Pessoa/PB;Avenida Governador Argemiro de Figueiredo, 2690;['140'];[2];[2];[2];1400000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bessa-bairros-joao-pessoa-com-garagem-140m2-venda-RS1400000-id-2555929550/
Ocean View - Brisamar - 147 m² - 03 Sts + DCE - 03 vg - Excelente Cobertura!;Rua Doutor Antônio Botto de Menezes, ;['147'];[3];[4];[3];850000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-joao-agripino-bairros-joao-pessoa-com-garagem-147m2-venda-RS850000-id-2558737513/
Apartamento a venda, Tambaú;-;['49'];[1];[1];[1];498251;-;https://www.vivareal.com.br/imovel/apartamento-1-quartos-tambau-bairros-joao-pessoa-com-garagem-49m2-venda-RS498251-id-2563217164/
Apartamento com 4 Quartos, 407 m² - venda por R$ 2.050.000 ou aluguel por R$ 8.000/mês - Miramar - J;-;['408'];[4];[5];[4];8000;1392;https://www.vivareal.com.br/imovel/apartamento-4-quartos-miramar-bairros-joao-pessoa-com-garagem-408m2-venda-RS2080000-id-2577868332/
Apartamento à venda, 3 quartos, 3 suítes, 2 vagas, Aeroclube - João Pessoa/PB;Rua Moacir Rocha de Mendonça;['100'];[3];[4];[2];680000;700;https://www.vivareal.com.br/imovel/apartamento-3-quartos-aeroclube-bairros-joao-pessoa-com-garagem-100m2-venda-RS680000-id-2565300278/
Apartamento para venda com 80 metros quadrados com 3 quartos em Jardim Oceania - João Pessoa - PB;-;[];[3];[2];[1];420000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-80m2-venda-RS420000-id-2582308977/
JOãO PESSOA - Apartamento Padrão - Manaíra;-;['250'];[4];[6];[3];1170000;1325;https://www.vivareal.com.br/imovel/apartamento-4-quartos-manaira-bairros-joao-pessoa-com-garagem-250m2-venda-RS1170000-id-2555596774/
Flat térreo pronto Cabo Branco a 150m praia;Avenida Cabo Branco, ;['40'];[1];[1];[0];349990;300;https://www.vivareal.com.br/imovel/apartamento-1-quartos-cabo-branco-bairros-joao-pessoa-40m2-venda-RS349990-id-2558551452/
Apartamento à venda, 2 quartos, 1 suíte, 1 vaga, Bessa - João Pessoa/PB;Rua José Simões de Araújo;['54'];[2];[2];[1];389000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bessa-bairros-joao-pessoa-com-garagem-54m2-venda-RS389000-id-2558710751/
Gilberto Freyre - Jardim Luna - 167m² - 03 Sts - 02 vg - Todo projetado!;Rua Maria Facunda de Oliveira Dias, ;['167'];[3];[4];[2];980000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-brisamar-bairros-joao-pessoa-com-garagem-167m2-venda-RS980000-id-2558737587/
Apartamento com 1 dormitório à venda, 29 m² por R$ 216.900,00 - Tambauzinho - João Pessoa/PB;-;['29'];[1];[1];[0];216900;0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-tambauzinho-bairros-joao-pessoa-29m2-venda-RS216900-id-2556048288/
Apartamento com varanda/sacada ampla e área de lazer completa no Brisamar - AP1193;-;['164'];[4];[4];[2];630000;900;https://www.vivareal.com.br/imovel/apartamento-4-quartos-brisamar-bairros-joao-pessoa-com-garagem-164m2-venda-RS630000-id-2577868923/
Valor de OPORTUNIDADE Beiramar! Apartamento LUXO para VENDA - Praia de Tambau - Joao Pessoa - PB;-;['66'];[2];[2];[2];799000;750;https://www.vivareal.com.br/imovel/apartamento-2-quartos-tambau-bairros-joao-pessoa-com-garagem-66m2-venda-RS799000-id-2528867019/
Apartamento com 3 dormitórios à venda, 107 m² por R$ 720.000,00 - Bairro dos Estados - João Pessoa/P;-;['107'];[3];[3];[2];720000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-estados-bairros-joao-pessoa-com-garagem-107m2-venda-RS720000-id-2570372650/
JOãO PESSOA - Apartamento Padrão - Cabo Branco;-;['62'];[2];[1];[2];557277;1;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cabo-branco-bairros-joao-pessoa-com-garagem-62m2-venda-RS557277-id-2555596011/
Terrazzo Miramar - Miramar - 154,55 m² - 03 sts + DCE - 03 VG - Andar baixo;Rua das Acácias, 300;['154'];[3];[4];[3];1250000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-miramar-bairros-joao-pessoa-com-garagem-154m2-venda-RS1250000-id-2558737558/
Apartamento com 3 dormitórios à venda, 135 m² por R$ 900.000,00 - Cabo Branco - João Pessoa/PB;Avenida Cabo Branco, 120;['135'];[3];[3];[2];900000;950;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabo-branco-bairros-joao-pessoa-com-garagem-135m2-venda-RS900000-id-2560777622/
Apartamento para venda possui 156 metros quadrados com 3 quartos;Rua Josita Almeida, 76;[];[3];[4];[3];1356249;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-altiplano-cabo-branco-bairros-joao-pessoa-com-garagem-156m2-venda-RS1356249-id-2556558415/
Apartamento a venda, Miramar;-;['120'];[3];[3];[2];450000;606;https://www.vivareal.com.br/imovel/apartamento-3-quartos-miramar-bairros-joao-pessoa-com-garagem-120m2-venda-RS450000-id-2563219561/
LANÇAMENTO! Studio para venda com 17,96m2 com 1 quarto bairro do Cabo Branco - João Pessoa - PB;-;['17'];[1];[1];[];213645;0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-cabo-branco-bairros-joao-pessoa-17m2-venda-RS213645-id-2559480037/
Apartamento para venda possui 61 metros quadrados com 2 quartos em Miramar - João Pessoa - Paraíba;-;[];[2];[2];[1];230000;430;https://www.vivareal.com.br/imovel/apartamento-2-quartos-miramar-bairros-joao-pessoa-com-garagem-61m2-venda-RS230000-id-2579847499/
JOãO PESSOA - Apartamento Padrão - Jardim Oceania;-;['64'];[2];[2];[1];480000;1;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-64m2-venda-RS480000-id-2555596190/
Apartamento à venda, 45 m² por R$ 663.480,66 - Jardim Oceania - João Pessoa/PB;Avenida Governador Argemiro de Figueiredo, 4717;['45'];[1];[2];[0];663481;0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-oceania-bairros-joao-pessoa-45m2-venda-RS663481-id-2555929926/
Apartamento de 65m² com 2 quartos a venda em Manaíra - João Pessoa;-;[];[2];[2];[1];410000;480;https://www.vivareal.com.br/imovel/apartamento-2-quartos-manaira-bairros-joao-pessoa-com-garagem-65m2-venda-RS410000-id-2579126901/
Apartamento para Venda, Jardim Cidade Universitária, 3 dormitórios, 1 suíte, 1 banheiro;Rua Enfermeira Ana Maria Barbosa de Almeida, ;['72'];[3];[1];[0];298000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-cidade-universitaria-bairros-joao-pessoa-72m2-venda-RS298000-id-2573251015/
Apartamento com 2 quartos próximo ao mar do Cabo Branco - R.I 4-49457 - Cartório Eunápio Torres;-;['92'];[3];[1];[1];727766;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabo-branco-bairros-joao-pessoa-com-garagem-92m2-venda-RS727766-id-2581236334/
Apartamento para Venda em João Pessoa, Funcionários II, 2 dormitórios, 1 suíte, 1 banheiro;Rua Olegário Filgueira Leão, 123;['55'];[2];[1];[0];155000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-joao-paulo-ii-bairros-joao-pessoa-55m2-venda-RS155000-id-2570069365/
Apartamento com 2 dormitórios à venda, 50 m² por R$ 405.000,00 - Brisamar - João Pessoa/PB;Rua Cassimiro de Abreu;['50'];[2];[1];[1];405000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-brisamar-bairros-joao-pessoa-com-garagem-50m2-venda-RS405000-id-2582016469/
Cod: 41 - Apartamento 01 quarto, 01 vaga - Cabo Branco;-;[];[1];[1];[1];404000;0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-cabo-branco-bairros-joao-pessoa-com-garagem-33m2-venda-RS404000-id-2563934556/
Apartamento com 3 dormitórios à venda, 91 m² por R$ 600.000,00 - Jardim Oceania - João Pessoa/PB;Rua Lauro Victor de Barros Junior;['91'];[3];[3];[2];600000;650;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-91m2-venda-RS600000-id-2571996823/
Apartamento com 1 quarto à venda, 30 m² por R$ 174.000 - Tambauzinho - João Pessoa/PB;Rua Deputado José Mariz;['30'];[1];[1];[1];174000;0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-tambauzinho-bairros-joao-pessoa-com-garagem-30m2-venda-RS174000-id-2544298062/
Apartamento à venda, 108 m² por R$ 1.727.257,66 - Cabo Branco - João Pessoa/PB;Avenida Cabo Branco, 2348;['109'];[2];[4];[0];1727258;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cabo-branco-bairros-joao-pessoa-109m2-venda-RS1727258-id-2563787781/
Apto 3 quartos Jardim Oceania;Rua Antônio Batista de Araújo, ;['86'];[3];[3];[2];480000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-86m2-venda-RS480000-id-2558551450/
Apartamento com 3 dormitórios à venda, 90 m² por R$ 648.654,00 - Aeroclube - João Pessoa/PB;Rua Mirian Barreto Rabelo;['90'];[3];[3];[2];648654;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-aeroclube-bairros-joao-pessoa-com-garagem-90m2-venda-RS648654-id-2562770243/
Grande Oportunidade! Apartamento espaçoso a apenas 3 quadras do mar de Carbessa;-;[];[3];[5];[2];650000;1100000;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-128m2-venda-RS650000-id-2584534668/
Apartamento 03 Quartos Jardim São Paulo;Rua Bancário Lourenço Vieira de Souza, ;['79'];[3];[4];[1];250000;200;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-sao-paulo-bairros-joao-pessoa-com-garagem-79m2-venda-RS250000-id-2557605706/
Apartamento Mobiliado com 03 Quartos no Bessa;Rua Doutor Hortêncio Osterne Carneiro;[];[3];[2];[1];350000;380;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bessa-bairros-joao-pessoa-com-garagem-110m2-venda-RS350000-id-2582950264/
Apartamento à venda, 2 quartos, 1 suíte, 1 vaga, Altiplano Cabo Branco - João Pessoa/PB;Rua Professora Nair Paiva dos Santos;['54'];[2];[2];[1];250614;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-altiplano-cabo-branco-bairros-joao-pessoa-com-garagem-54m2-venda-RS250614-id-2566794030/
Apartamento com 2 dormitórios à venda, 51 m² por R$ 310.000,00 - Jardim Oceania - João Pessoa/PB;Rua Albertino Alfredo Araújo Filho;['51'];[2];[2];[1];310000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-51m2-venda-RS310000-id-2580045330/
Edifício Magnific Manaíra;Avenida Guarabira, 1305;['58'];[2];[1];[1];450000;430;https://www.vivareal.com.br/imovel/apartamento-2-quartos-manaira-bairros-joao-pessoa-com-garagem-58m2-venda-RS450000-id-2484499021/
Apartamento com 3 dormitórios à venda, 123 m² por R$ 690.000,00 - Aeroclube - João Pessoa/PB;Rua Aviador Roberto Marques;['123'];[3];[3];[2];690000;850;https://www.vivareal.com.br/imovel/apartamento-3-quartos-aeroclube-bairros-joao-pessoa-com-garagem-123m2-venda-RS690000-id-2581846003/
Flat praia do Bessa;-;['20'];[1];[1];[0];215000;0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-oceania-bairros-joao-pessoa-20m2-venda-RS215000-id-2558551413/
Apartamento para Venda, Gramame, 2 dormitórios, 1 suíte, 1 banheiro, 1 vaga;Rua Doutor Valdevino Gregório de Andrade, ;['52'];[2];[1];[1];159000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-gramame-bairros-joao-pessoa-com-garagem-52m2-venda-RS159000-id-2580048231/
Apartamento de alta padrão a venda no Bairro de Tambaú;-;['255'];[4];[4];[3];1750000;-;https://www.vivareal.com.br/imovel/apartamento-4-quartos-tambau-bairros-joao-pessoa-com-garagem-255m2-venda-RS1750000-id-2570297450/
Apartamento à venda, 130 m² por R$ 1.890.000,00 - Cabo Branco - João Pessoa/PB;Avenida Cabo Branco, 1690;['131'];[3];[4];[0];1890000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabo-branco-bairros-joao-pessoa-131m2-venda-RS1890000-id-2555928835/
03 quartos com elevador nos Bancários!;Rua Bancário Sérgio Guerra, 1000;['72'];[3];[2];[2];349000;250;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bancarios-bairros-joao-pessoa-com-garagem-72m2-venda-RS349000-id-2562421488/
Residencial Luxor Millenium;Rua Vereador Pedro Alves de Souza, 115;['50'];[2];[1];[1];145000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-mangabeira-bairros-joao-pessoa-com-garagem-50m2-venda-RS145000-id-2523195993/
Cod: 07 Apartamento 03 quartos, 02 vagas garagem - Tambauzinho;-;['73'];[3];[2];[2];360000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-tambauzinho-bairros-joao-pessoa-com-garagem-73m2-venda-RS360000-id-2564445482/
Apartamento com 4 suítes à venda, 140 m² por R$ 1.200.000 - Tambaú - João Pessoa/PB;-;['140'];[4];[4];[3];1200000;0;https://www.vivareal.com.br/imovel/apartamento-4-quartos-tambau-bairros-joao-pessoa-com-garagem-140m2-venda-RS1200000-id-2570079940/
Apartamento para venda com 54 metros quadrados com 2 quartos em Jardim Oceania - João Pessoa - PB;Rua Anastácio Camilo de Oliveira, 1;['54'];[2];[2];[1];270000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-54m2-venda-RS270000-id-2582130542/
Apartamento à venda, 1 quarto, 1 suíte, 1 vaga, Cabo Branco - João Pessoa/PB;Avenida Antônio Lira;['47'];[1];[2];[1];475426;0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-cabo-branco-bairros-joao-pessoa-com-garagem-47m2-venda-RS475426-id-2558713873/
Apartamento à venda, 2 quartos, 1 suíte, 1 vaga, Bessa - João Pessoa/PB;Rua Maria da Penha Ribeiro de Lima;['45'];[2];[2];[1];282500;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bessa-bairros-joao-pessoa-com-garagem-45m2-venda-RS282500-id-2570253510/
Apartamento para venda possui 117 metros quadrados com 3 quartos em Miramar - João Pessoa - PB;Rua Domingos Mororó, 12;[];[3];[4];[2];930000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-miramar-bairros-joao-pessoa-com-garagem-117m2-venda-RS930000-id-2513833068/
Apartamento de luxo para venda com 137m com 3 suítes em Miramar - João Pessoa - Paraíba;-;['137'];[3];[4];[2];1600000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-miramar-bairros-joao-pessoa-com-garagem-137m2-venda-RS1600000-id-2563197560/
Lindo apartamento perto da Praia no Jardim Oceania;-;['54'];[2];[2];[1];270000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-54m2-venda-RS270000-id-2581969785/
VIVA O JARDIM OCEANIA COM QUALIDADE DE VIDA QUE SEMPRE DESEJOU;-;['122'];[2];[1];[2];720306;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-98m2-venda-RS720306-id-2541739793/
Apartamento com 3 dormitórios à venda, 165 m² por R$ 1.200.000,00 - Bessa - João Pessoa/PB;Avenida Governador Argemiro de Figueiredo;['165'];[3];[5];[2];1200000;2000;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bessa-bairros-joao-pessoa-com-garagem-165m2-venda-RS1200000-id-2572540782/
Apartamento para venda tem 175 metros quadrados com 3 quartos em Cabo Branco - João Pessoa - PB;Avenida Cabo Branco, 3320;[];[3];[3];[3];1100000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabo-branco-bairros-joao-pessoa-com-garagem-175m2-venda-RS1100000-id-2518689613/
Apat• para aluguel MOBILIADO e venda c 60m2 c 2 quartos área de laser na cobertura em CABO BRANCO.;Rua Coronel Miguel Satyro, 181;['70'];[2];[2];[1];2800;450;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cabo-branco-bairros-joao-pessoa-com-garagem-60m2-venda-RS430000-id-2578654951/
Apartamento excelente em Tambaú, João Pessoa – PB:;-;[];[3];[3];[1];380000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-tambau-bairros-joao-pessoa-com-garagem-108m2-venda-RS380000-id-2581859366/
(OPORTUNIDADE) Apartamento com 2 dormitórios à venda, 82 m² por R$ 420.000 - Manaíra - João Pessoa/P;Avenida Maria Rosa;['82'];[2];[2];[1];420000;550;https://www.vivareal.com.br/imovel/apartamento-2-quartos-manaira-bairros-joao-pessoa-com-garagem-82m2-venda-RS420000-id-2582881883/
Apartamento com 1 quarto à Venda, Cabo Branco - João Pessoa;Avenida Cabo Branco, ;['62'];[1];[1];[1];420000;520;https://www.vivareal.com.br/imovel/apartamento-1-quartos-cabo-branco-bairros-joao-pessoa-com-garagem-62m2-venda-RS420000-id-2578598608/
Apartamento para venda em Manaíra - João Pessoa - PB;-;[];[2];[2];[1];450000;467;https://www.vivareal.com.br/imovel/apartamento-2-quartos-manaira-bairros-joao-pessoa-com-garagem-51m2-venda-RS450000-id-2564192529/
Apartamento com 2 dormitórios à venda, 54 m² por R$ 116.000,00 - Costa e Silva - João Pessoa/PB;-;['54'];[2];[2];[0];116000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-costa-e-silva-bairros-joao-pessoa-54m2-venda-RS116000-id-2567790794/
Apartamento à venda, 71 m² - Jardim Oceania - João Pessoa/PB;Rua Oldena Carneiro Pereira de Melo;['71'];[3];[2];[1];469822;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-71m2-venda-RS469822-id-2575888071/
Cobertura duplex com piscina fretares mar!;Avenida Cabo Branco;[];[2];[2];[3];1234000;-;https://www.vivareal.com.br/imovel/cobertura-2-quartos-cabo-branco-bairros-joao-pessoa-com-garagem-141m2-venda-RS1234000-id-2531168945/
Apartamento com 3 quartos, s/ 1 suite, com 109m2 em Altiplano;-;[];[3];[1];[3];1050000;800;https://www.vivareal.com.br/imovel/apartamento-3-quartos-altiplano-cabo-branco-bairros-joao-pessoa-com-garagem-109m2-venda-RS1050000-id-2551045719/
apto com acabamento excelente, sem elevador 1 lance escadas, 1 vaga;-;[];[2];[1];[1];245000;150;https://www.vivareal.com.br/imovel/apartamento-2-quartos-manaira-bairros-joao-pessoa-com-garagem-51m2-venda-RS245000-id-2569634084/
Apartamento com varanda/sacada e área de lazer na cobertura em Tambauzinho - AP1169;-;['59'];[2];[2];[2];300000;408;https://www.vivareal.com.br/imovel/apartamento-2-quartos-tambauzinho-bairros-joao-pessoa-com-garagem-59m2-venda-RS300000-id-2577030347/
Apartamento para venda possui 121metros quadrados com 3 quartos;Rua Professor Hipolyto Ribeiro Freire, 151;[];[3];[3];[2];395000;720;https://www.vivareal.com.br/imovel/apartamento-3-quartos-altiplano-cabo-branco-bairros-joao-pessoa-com-garagem-120m2-venda-RS395000-id-2489390960/
Apartamento à venda, 62 m² por R$ 379.000,00 - Manaíra - João Pessoa/PB;Rua Francisco Brandão;['62'];[2];[2];[1];379000;555;https://www.vivareal.com.br/imovel/apartamento-2-quartos-manaira-bairros-joao-pessoa-com-garagem-62m2-venda-RS379000-id-2552003315/
Apartamento à venda, 80 m² por R$ 651.114,00 - Cabo Branco - João Pessoa/PB;Rua Doutor Gilvan Marinho Muribeca, 104;['81'];[2];[2];[0];651114;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cabo-branco-bairros-joao-pessoa-81m2-venda-RS651114-id-2563682699/
Apartamento com 2 dormitórios à venda, 68 m² por R$ 420.000,00 - Estados - João Pessoa/PB;Rua Manoel Madruga;['69'];[2];[2];[1];420000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-estados-bairros-joao-pessoa-com-garagem-69m2-venda-RS420000-id-2581585683/
